substance,product,year,month,title,text,date_published,description,language,isModified,url
Eftrenonacogalfa,"""Alprolix""",2016,6,ALPROLIX 2.000 I.E. Plv.u.5 ml Lsm.z.H.e.Inj.-Lsg.,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament ALPROLIX 2.000 I.E. Plv.u.5 ml Lsm.z.H.e.Inj.-Lsg. (PZN: 11711135) : Wirkung, Anwendungsgebiete, Gegenanzeigen,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/ALPROLIX-2.000-I.E.-Plv.u.5-ml-Lsm.z.H.e.Inj.-Lsg.-11711135.html
Eftrenonacogalfa,"""Alprolix""",2016,6,Medikamente von A bis Z,"Medikamente im Überblick
Hier können Sie nach Beipackzetteln suchen, Wechselwirkungen zwischen Medikamenten überprüfen und Arzneimittel mit einem bestimmten Wirkstoff finden",2012-10-30 09:38:55,"Wählen Sie aus der Liste einen Anfangsbuchstaben aus, für den Sie passende Medikamente aufgelistet bekommen wollen",de,0,https://www.apotheken-umschau.de/Medikamente/Arzneimittellisten/Medikamente_A-15.html
Elotuzumab,"""Empliciti""",2016,6,EMPLICITI 400 mg Pulver f.e.Konz.z.Her.e.Inf.-Lsg.,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament EMPLICITI 400 mg Pulver f.e.Konz.z.Her.e.Inf.-Lsg. (PZN: 11617407) : Wirkung, Anwendungsgebiete, Gegenanzeigen,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/EMPLICITI-400-mg-Pulver-f.e.Konz.z.Her.e.Inf.-Lsg.-11617407.html
Elotuzumab,"""Empliciti""",2016,6,Medikamente von A bis Z,"Medikamente im Überblick
Hier können Sie nach Beipackzetteln suchen, Wechselwirkungen zwischen Medikamenten überprüfen und Arzneimittel mit einem bestimmten Wirkstoff finden",2012-10-30 09:38:55,"Wählen Sie aus der Liste einen Anfangsbuchstaben aus, für den Sie passende Medikamente aufgelistet bekommen wollen",de,0,https://www.apotheken-umschau.de/Medikamente/Arzneimittellisten/Medikamente_E-3.html
Grazoprevir/Elbasvir,"""Zepatier""",2016,12,ZEPATIER 50 mg/100 mg Filmtabletten,"Gegenanzeigen
Gegenanzeigen von ZEPATIER 50 mg/100 mg Filmtabletten
Beschreibt, welche Erkrankungen oder Umstände gegen eine Anwendung des Arzneimittels sprechen, in welchen Altersgruppen das Arzneimittel nicht eingesetzt werden sollte/darf und ob Schwangerschaft und Stillzeit gegen die Anwendung des Arzneimittels sprechen.
- Überempfindlichkeit gegen die Inhaltsstoffe- Eingeschränkte Leberfunktion- Kinder und Jugendliche unter 18 Jahren: Das Arzneimittel darf nicht angewendet werden.- Schwangerschaft: Wenden Sie sich an Ihren Arzt. Es spielen verschiedene Überlegungen eine Rolle, ob und wie das Arzneimittel in der Schwangerschaft angewendet werden kann.- Stillzeit: Wenden Sie sich an Ihren Arzt oder Apotheker. Er wird Ihre besondere Ausgangslage prüfen und Sie entsprechend beraten, ob und wie Sie mit dem Stillen weitermachen können.Ist Ihnen das Arzneimittel trotz einer Gegenanzeige verordnet worden, sprechen Sie mit Ihrem Arzt oder Apotheker. Der therapeutische Nutzen kann höher sein, als das Risiko, das die Anwendung bei einer Gegenanzeige in sich birgt.",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament ZEPATIER 50 mg/100 mg Filmtabletten (PZN: 11320392) : Wirkung, Anwendungsgebiete, Gegenanzeigen, Nebenwirkungen,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/ZEPATIER-50-mg100-mg-Filmtabletten-11320392.html
Grazoprevir/Elbasvir,"""Zepatier""",2016,12,Medikamente von A bis Z,"Medikamente im Überblick
Hier können Sie nach Beipackzetteln suchen, Wechselwirkungen zwischen Medikamenten überprüfen und Arzneimittel mit einem bestimmten Wirkstoff finden",2012-10-30 09:38:55,"Wählen Sie aus der Liste einen Anfangsbuchstaben aus, für den Sie passende Medikamente aufgelistet bekommen wollen",de,0,https://www.apotheken-umschau.de/Medikamente/Arzneimittellisten/Medikamente_Z.html
Mepolizumab,"""Nucala""",2016,2,NUCALA 100 mg Pulver z.Herst.e.Injektionslösung,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament NUCALA 100 mg Pulver z.Herst.e.Injektionslösung (PZN: 12481625) : Wirkung, Anwendungsgebiete, Gegenanzeigen,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/Nucala-100-mg-Pulver-z.Herst.e.Injektionsloesung-12481625.html
Mepolizumab,"""Nucala""",2016,2,NUCALA 100 mg Pulver z.Herst.e.Injektionslösung,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament NUCALA 100 mg Pulver z.Herst.e.Injektionslösung (PZN: 11329803) : Wirkung, Anwendungsgebiete, Gegenanzeigen,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/NUCALA-100-mg-Pulver-z.Herst.e.Injektionsloesung-11329803.html
Mepolizumab,"""Nucala""",2016,2,NUCALA 100 mg Pulver z.Herst.e.Injektionslösung,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament NUCALA 100 mg Pulver z.Herst.e.Injektionslösung (PZN: 12481631) : Wirkung, Anwendungsgebiete, Gegenanzeigen,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/NUCALA-100-mg-Pulver-z.Herst.e.Injektionsloesung-12481631.html
Mepolizumab,"""Nucala""",2016,2,NUCALA 100 mg Pulver z.Herst.e.Injektionslösung,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament NUCALA 100 mg Pulver z.Herst.e.Injektionslösung (PZN: 12868614) : Wirkung, Anwendungsgebiete, Gegenanzeigen,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/NUCALA-100-mg-Pulver-z.Herst.e.Injektionsloesung-12868614.html
Mepolizumab,"""Nucala""",2016,2,Medikamente von A bis Z,"Medikamente im Überblick
Hier können Sie nach Beipackzetteln suchen, Wechselwirkungen zwischen Medikamenten überprüfen und Arzneimittel mit einem bestimmten Wirkstoff finden",2012-10-30 09:38:55,"Wählen Sie aus der Liste einen Anfangsbuchstaben aus, für den Sie passende Medikamente aufgelistet bekommen wollen",de,0,https://www.apotheken-umschau.de/Medikamente/Arzneimittellisten/Medikamente_N-10.html
Migalastat,"""Galafold""",2016,6,GALAFOLD 123 mg Hartkapseln,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament GALAFOLD 123 mg Hartkapseln (PZN: 11605338) : Wirkung, Anwendungsgebiete, Gegenanzeigen, Nebenwirkungen, Dosierung,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/GALAFOLD-123-mg-Hartkapseln-11605338.html
Migalastat,"""Galafold""",2016,6,Medikamente von A bis Z,"Medikamente im Überblick
Hier können Sie nach Beipackzetteln suchen, Wechselwirkungen zwischen Medikamenten überprüfen und Arzneimittel mit einem bestimmten Wirkstoff finden",2012-10-30 09:38:55,"Wählen Sie aus der Liste einen Anfangsbuchstaben aus, für den Sie passende Medikamente aufgelistet bekommen wollen",de,0,https://www.apotheken-umschau.de/Medikamente/Arzneimittellisten/Medikamente_G.html
Necitumumab,"""Portrazza""",2014,4,,,,,,0,
Necitumumab,"""Portrazza""",2014,4,Medikamente von A bis Z,"Medikamente im Überblick
Hier können Sie nach Beipackzetteln suchen, Wechselwirkungen zwischen Medikamenten überprüfen und Arzneimittel mit einem bestimmten Wirkstoff finden",2012-10-30 09:38:55,"Wählen Sie aus der Liste einen Anfangsbuchstaben aus, für den Sie passende Medikamente aufgelistet bekommen wollen",de,0,https://www.apotheken-umschau.de/Medikamente/Arzneimittellisten/Medikamente_P-13.html
Necitumumab,"""Portrazza""",2014,4,CAS - Central Authentication Service,,,,en,0,https://login.apotheken-umschau.de/login?locale=it
Opicapon,"""Ongentys""",2016,10,ONGENTYS 50 mg Hartkapseln,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament ONGENTYS 50 mg Hartkapseln (PZN: 12420411) : Wirkung, Anwendungsgebiete, Gegenanzeigen, Nebenwirkungen, Dosierung,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/ONGENTYS-50-mg-Hartkapseln-12420411.html
Opicapon,"""Ongentys""",2016,10,Krankheits-Ratgeber von A bis Z,"Wie kommt es zu einem Schlaganfall? Welche Ursachen hat Asthma? Erfahren Sie mehr in unseren Krankheits-Ratgebern. Die Texte können den Arztbesuch nicht ersetzen, aber bei der Vorbereitung helfen.",2013-09-26 13:12:18,"Leicht verständliche Ratgeber zu mehr als 400 Krankheiten: Informationen zu Ursachen, Symptomen, Diagnose und Therapie. Alphabetisch sortiert von A wie Allergie...",de,0,https://www.apotheken-umschau.de/Krankheiten
Opicapon,"""Ongentys""",2016,10,Medikamente im Überblick,"Was die Apotheken vor Ort leisten
Wenn die eigene Gesundheit in Gefahr ist, brauchen wir schnelle, kompetente Hilfe und jemanden, der uns verständlich sagt, was wichtig ist. Apothekerinnen und Apotheker beraten zu diesen Fragen",2013-09-30 08:14:51,"Beipackzettel finden, Wechselwirkungen checken, Wirkung und Anwendung von Medikamenten nachlesen: Alles Wichtige über Arzneimittel finden Sie hier",de,0,https://www.apotheken-umschau.de/Medikamente
Opicapon,"""Ongentys""",2016,10,Medikamente von A bis Z,"Medikamente im Überblick
Hier können Sie nach Beipackzetteln suchen, Wechselwirkungen zwischen Medikamenten überprüfen und Arzneimittel mit einem bestimmten Wirkstoff finden",2012-10-30 09:38:55,"Wählen Sie aus der Liste einen Anfangsbuchstaben aus, für den Sie passende Medikamente aufgelistet bekommen wollen",de,0,https://www.apotheken-umschau.de/Medikamente/Arzneimittellisten/Medikamente_O-4.html
Opicapon,"""Ongentys""",2016,10,ONGENTYS 50 mg Hartkapseln,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament ONGENTYS 50 mg Hartkapseln (PZN: 12420411) : Wirkung, Anwendungsgebiete, Gegenanzeigen, Nebenwirkungen, Dosierung,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/ONGENTYS-50-mg-Hartkapseln-12420411.html
Opicapon,"""Ongentys""",2016,10,Krankheits-Ratgeber von A bis Z,"Wie kommt es zu einem Schlaganfall? Welche Ursachen hat Asthma? Erfahren Sie mehr in unseren Krankheits-Ratgebern. Die Texte können den Arztbesuch nicht ersetzen, aber bei der Vorbereitung helfen.",2013-09-26 13:12:18,"Leicht verständliche Ratgeber zu mehr als 400 Krankheiten: Informationen zu Ursachen, Symptomen, Diagnose und Therapie. Alphabetisch sortiert von A wie Allergie...",de,0,https://www.apotheken-umschau.de/Krankheiten
Opicapon,"""Ongentys""",2016,10,Medikamente im Überblick,"Was die Apotheken vor Ort leisten
Wenn die eigene Gesundheit in Gefahr ist, brauchen wir schnelle, kompetente Hilfe und jemanden, der uns verständlich sagt, was wichtig ist. Apothekerinnen und Apotheker beraten zu diesen Fragen",2013-09-30 08:14:51,"Beipackzettel finden, Wechselwirkungen checken, Wirkung und Anwendung von Medikamenten nachlesen: Alles Wichtige über Arzneimittel finden Sie hier",de,0,https://www.apotheken-umschau.de/Medikamente
Opicapon,"""Ongentys""",2016,10,Medikamente von A bis Z,"Medikamente im Überblick
Hier können Sie nach Beipackzetteln suchen, Wechselwirkungen zwischen Medikamenten überprüfen und Arzneimittel mit einem bestimmten Wirkstoff finden",2012-10-30 09:38:55,"Wählen Sie aus der Liste einen Anfangsbuchstaben aus, für den Sie passende Medikamente aufgelistet bekommen wollen",de,0,https://www.apotheken-umschau.de/Medikamente/Arzneimittellisten/Medikamente_O-4.html
Palbociclib,"""Ibrance""",2016,11,IBRANCE 125 mg Hartkapseln,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament IBRANCE 125 mg Hartkapseln (PZN: 11670092) : Wirkung, Anwendungsgebiete, Gegenanzeigen, Nebenwirkungen, Dosierung,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/IBRANCE-125-mg-Hartkapseln-11670092.html
Palbociclib,"""Ibrance""",2016,11,IBRANCE 75 mg Hartkapseln,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament IBRANCE 75 mg Hartkapseln (PZN: 11670057) : Wirkung, Anwendungsgebiete, Gegenanzeigen, Nebenwirkungen, Dosierung,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/IBRANCE-75-mg-Hartkapseln-11670057.html
Palbociclib,"""Ibrance""",2016,11,IBRANCE 100 mg Hartkapseln,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament IBRANCE 100 mg Hartkapseln (PZN: 13348288) : Wirkung, Anwendungsgebiete, Gegenanzeigen, Nebenwirkungen, Dosierung,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/IBRANCE-100-mg-Hartkapseln-13348288.html
Palbociclib,"""Ibrance""",2016,11,IBRANCE 75 mg Hartkapseln,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament IBRANCE 75 mg Hartkapseln (PZN: 12899508) : Wirkung, Anwendungsgebiete, Gegenanzeigen, Nebenwirkungen, Dosierung,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/IBRANCE-75-mg-Hartkapseln-12899508.html
Palbociclib,"""Ibrance""",2016,11,Medikamente von A bis Z,"Medikamente im Überblick
Hier können Sie nach Beipackzetteln suchen, Wechselwirkungen zwischen Medikamenten überprüfen und Arzneimittel mit einem bestimmten Wirkstoff finden",2012-10-30 09:38:55,"Wählen Sie aus der Liste einen Anfangsbuchstaben aus, für den Sie passende Medikamente aufgelistet bekommen wollen",de,0,https://www.apotheken-umschau.de/Medikamente/Arzneimittellisten/Medikamente_I.html
Palbociclib,"""Ibrance""",2016,11,Kurkuma: Wie gesund ist das Gewürz?,"Gelangt der gelbe Pflanzenstoff in den Organismus, kommt es zu einem weiteren Problem: Er wird über die Leber rasch wieder ausgeschieden. Frank und seine Kollegen forschen derzeit daran, wie man genau diese Nachteile von Curcumin umgehen könnte.
Fazit: Leichte Beschwerden, die den Magen-Darm-Trakt betreffen – etwa ein Blähbauch oder Völlegefühl nach dem Essen – kann Kurkuma lindern. Wer gehaltvolle Speisen mit Curry würzt, kann einem Bauchzwacken möglicherweise vorbeugen. Ob die Gelbwurzel allerdings vor Krankheiten wie Alzheimer oder Krebs schützen kann, müssen erst aussagekräftige wissenschaftliche Studien zeigen. Dies gilt auch für einen potenziellen Effekt bei chronisch-entzündlichen Darmkrankheiten wie Colitis ulcerosa.
Und: Wer Kurkuma in Kapsel- oder Drageeform und damit in höherer Konzentration einnimmt, sollte auch an mögliche Nebenwirkungen denken und sich in der Apotheke beraten lassen. So sollten zum Beispiel Menschen, die Gallensteine haben, auf Gelbwurzel besser verzichten. Halten Magen-Darm-Beschwerden länger an, sind sie stark oder kehren sie immer wieder – unbedingt vom Arzt abklären lassen!",2012-10-08 09:53:05,"Wer Gelbwurz isst, bekommt weder Alzheimer noch Krebs? Ob an solchen Aussagen etwas dran ist und gegen welche Beschwerden Kurkuma tatsächlich hilft",de,0,https://www.apotheken-umschau.de/Heilpflanzen/Kurkuma-Wie-gesund-ist-das-Gewuerz-185877.html
